player_id	player_name	bat_style	bowl_style	player_full_name
1559	A Dananjaya	Left hand Bat	Right arm Offbreak, Legbreak	Mahamarakkala Kurukulasooriya Patabendige Akila Dananjaya Perera
34304	M de Lange	Right hand Bat	Right arm Fast	Marchant de Lange
230	SL Malinga	Right hand Bat	Right arm Fast	Separamadu Lasith Malinga
1386	M Markande	Right hand Bat	Legbreak	Mayank Markande
12014	SB Bangar	Right hand Bat	Right arm Medium fast	Sanjay Bapusaheb Bangar
12147	Sohail Tanvir	Left hand Bat	Left arm Medium fast	Sohail Tanvir
9371	Akash Madhwal	Right hand Bat	Right arm Medium fast	Akash Madhwal
9931	H Sharma	Right hand Bat	Legbreak	Himanshu Sharma
35153	MJ Clarke	Right hand Bat	Slow Left arm Orthodox	Michael John Clarke
14622	SE Bond	Right hand Bat	Right arm Fast	Shane Edward Bond
172	P Negi	Left hand Bat	Slow Left arm Orthodox	Pawan Negi
604	MG Johnson	Left hand Bat	Left arm Fast	Mitchell Guy Johnson
9225	AJ Hosein	Left hand Bat	Slow Left arm Orthodox	Akeal Jerome Hosein
3	TM Head	Left hand Bat	Right arm Offbreak	Travis Michael Head
171	Vishnu Vinod	Right hand Bat		Vishnu Vinod
347	Ishan Kishan	Left hand Bat		Ishan Pranav Kumar Pandey Kishan
177	AP Tare	Right hand Bat		Aditya Prakash Tare
4063	T Banton	Right hand Bat		Tom Banton
8321	Rahmanullah Gurbaz	Right hand Bat		Rahmanullah Gurbaz
5976	KS Bharat	Right hand Bat		Kona Srikar Bharat
3747	P Simran Singh	Right hand Bat		Prabhsimran Singh
2295	SP Goswami	Left hand Bat		Shreevats Pratyush Goswami
2743	CA Ingram	Left hand Bat	Legbreak	Colin Alexander Ingram
6734	MS Wade	Left hand Bat	Right arm Medium	Matthew Scott Wade
2894	NS Naik	Right hand Bat		Nikhil Shankar Naik
1740	H Klaasen	Right hand Bat	Right arm Offbreak	Heinrich Klaasen
8930	Liton Das	Right hand Bat	Right arm Offbreak	Litton Kumer Das
8396	MG Bracewell	Left hand Bat	Right arm Offbreak	Michael Gordon Bracewell
8433	Abishek Porel	Left hand Bat		Abishek Porel
11954	KC Sangakkara	Left hand Bat	Right arm Offbreak	Kumar Chokshanada Sangakkara
11958	P Dharmani	Right hand Bat		Pankaj Dharmani
11989	PR Shah	Right hand Bat		Pinal Rohitbhai Shah
11980	M Manhas	Right hand Bat	Right arm Offbreak	Mithun Manhas
34811	N Saini	Right hand Bat		Nitin Saini
12454	U Kaul	Left hand Bat		Uday Kaul
16276	BJ Haddin	Right hand Bat		Bradley James Haddin
12650	TM Dilshan	Right hand Bat	Right arm Offbreak	Tillakaratne Mudiyanselage Dilshan
13551	MN van Wyk	Right hand Bat	Slow Left arm Orthodox	Morne Nico van Wyk
12850	H Das	Right hand Bat		Halhadar Das
4339	N Jagadeesan	Right hand Bat		Narayan Jagadeesan
35966	MDKJ Perera	Left hand Bat		Mathurage Don Kusal Janith Perera
49	KD Karthik	Right hand Bat	Right arm Offbreak	Krishnakumar Dinesh Karthik
12539	T Taibu	Right hand Bat	Right arm Medium	Tatenda Taibu
69	WP Saha	Right hand Bat		Wriddhiman Prasanta Saha
40725	PSP Handscomb	Right hand Bat		Peter Stephen Patrick Handscomb
4170	JR Philippe	Right hand Bat		Joshua Ryan Philippe
16199	TD Paine	Right hand Bat	Right arm Medium	Timothy David Paine
12041	Kamran Akmal	Right hand Bat		Kamran Akmal
36555	CM Gautam	Right hand Bat		Chidhambaram Muralidharen Gautam
41286	ER Dwivedi	Right hand Bat		Eklavya Rakesh Dwivedi
8945	PD Salt	Right hand Bat	Right arm Offbreak	Philip Dean Salt
11969	M Rawat	Right hand Bat		Mahesh Rawat
46	BB McCullum	Right hand Bat	Right arm Medium, Right arm Offbreak	Brendon Barrie McCullum
6033	GD Phillips	Right hand Bat	Right arm Offbreak	Glenn Dominic Phillips
181	RR Pant	Left hand Bat		Rishabh Rajendra Pant
4406	AT Carey	Left hand Bat		Alex Tyson Carey
10078	SD Hope	Right hand Bat	NULL	Shai Diego Hope
11389	D Ferreira	Right hand Bat	Right arm Offbreak	Donovan Ferreira
11801	RD Rickelton	Left hand Bat	NULL	Ryan Rickelton
23	PA Patel	Left hand Bat	Right arm Offbreak	Parthiv Ajay Patel
6310	TL Seifert	Right hand Bat		Tim Louis Seifert
15846	DJ Jacobs	Right hand Bat	Right arm Medium	David Johan Jacobs
42220	JP Inglis	Right hand Bat	NULL	Joshua Patrick Inglis
43451	KS Rathore	Left hand Bat	NULL	Kunal Singh Rathore
43548	Urvil Patel	Right hand Bat	NULL	Urvil Mukesh Patel
43820	MP Breetzke	Right hand Bat	NULL	Matthew Paul Breetzke
12414	YV Takawale	Right hand Bat		Yogesh Vijay Takawale
245	AB de Villiers	Right hand Bat	Right arm Medium	Abraham Benjamin de Villiers
11935	MV Boucher	Right hand Bat	Right arm Medium	Mark Verdon Boucher
10528	Kumar Kushagra	Right hand Bat	NULL	Kumar Kushagra
10548	BR Sharath	Right hand Bat	NULL	Belur Ravi Sharath
11562	T Kohler-Cadmore	Right hand Bat	Right arm Offbreak	Tom Kohler-Cadmore
38	MS Dhoni	Right hand Bat	Right arm Medium	Mahendra Singh Dhoni
7947	T Stubbs	Right hand Bat	Right arm Offbreak	Tristan Stubbs
180	SV Samson	Right hand Bat		Sanju Viswanath Samson
2719	JM Bairstow	Right hand Bat	Right arm Medium	Jonathan Marc Bairstow
24	JC Buttler	Right hand Bat		Joseph Charles Buttler
1421	Q de Kock	Left hand Bat		Quinton de Kock
14505	MS Bisla	Right hand Bat		Manvinder Sultansingh Bisla
15507	AG Paunikar	Right hand Bat		Amit Gajanan Paunikar
11985	L Ronchi	Right hand Bat		Luke Ronchi
15472	C Madan	Right hand Bat		Chandan Madan
18	NV Ojha	Right hand Bat		Naman Vinaykumar Ojha
2766	N Pooran	Left hand Bat	Right arm Offbreak	Nicholas Pooran
178	SW Billings	Right hand Bat		Samuel William Billings
753	SP Jackson	Right hand Bat		Sheldon Philip Jackson
12007	AC Gilchrist	Left hand Bat	Right arm Offbreak	Adam Craig Gilchrist
34089	KH Devdhar	Right hand Bat		Kedar Hemant Devdhar
1409	KL Rahul	Right hand Bat		Kannaur Lokesh Rahul
37979	BR Dunk	Left hand Bat	Right arm Offbreak	Ben Robert Dunk
